address,city,name,postalCode,province,websites
1900 Idaho St Ste 101,Elko,Domino's Pizza,89801,NV,https://www.dominos.com/en/?redirect=homepagehttps://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmapshttps://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
8908 Reading Rd,Cincinnati,McDonald's,45215,OH,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
2080 E King St,Franklin,McDonald's,46131,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1332 US Route 302,Barre,McDonald's,5641,VT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
488 490th Court St,Binghamton,McDonald's,13904,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2571 Commerce Pkwy,Barstow,McDonald's,92311,CA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2441 SE Washington Blvd,Bartlesville,McDonald's,74006,OK,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1995 Idaho St,Elko,Mcdonalds,89801,NV,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
5336 N Croatan Hwy,Kitty Hawk,McDonald's,27949,NC,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2540 Mountain City Hwy,Elko,McDonald's,89801,NV,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
801 Dillingham Blvd,Honolulu,Yellow Cab Pizza Co.,96817,HI,http://www.yellowcabpizzahawaii.com
5205 S Croatan Hwy,Nags Head,SONIC Drive In,27959,NC,https://locations.sonicdrivein.com/nc/nags-head/5205-s-croatan-hwy.html
6350 Tara Blvd,Jonesboro,Waffle House,30236,GA,https://locations.wafflehouse.com/ga-jonesboro-915
107 Lakeview Dr,Belgium,McDonald's,53004,WI,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2380 New Hampshire 16,West Ossipee,McDonald's,3890,NH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
210 W Highway 90,Dayton,McDonald's,77535,TX,http://mcdonalds.com
2020 Rock Rd,De Soto,McDonald's,63020,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
618 S Highway 90,Benson,McDonald's,85602,AZ,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7010 NW 23rd St,Bethany,McDonald's,73008,OK,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1700 N Wood St,Gilmer,McDonald's,75644,TX,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
4100 Miller St,Bethany,McDonald's,64424,MO,http://mcdonalds.com
2850 W University Dr,Denton,McDonald's,76201,TX,http://mcdonalds.com
118 North Highway 281,Falfurrias,McDonald's,78355,TX,http://www.mcdonalds.com
999 E Mount Pleasant Rd,Evansville,McDonald's,47725,IN,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
525 4th St NW,Faribault,McDonald's,55021,MN,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
594 Middle Country Rd,Saint James,KFC,11780,NY,http://www.kfc.com
16758 Highway 280,Chelsea,McDonald's,35043,AL,http://mcdonalds.com
1535 S Main St,Chelsea,McDonalds,48118,MI,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
3103 E Grand Ave,Laramie,Wendy's,82070,WY,http://www.wendys.com
99 Paul Carr Dr,Checotah,McDonald's,74426,OK,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
3112 S Glen Ave,Glenwood Springs,Mcdonald's,81601,CO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1312 Murfreesboro Rd,Franklin,Waffle House,37064,TN,https://locations.wafflehouse.com/tn-franklin-483
3195 N Vermilion St,Danville,McDonald's,61832,IL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
612 Tennessee Ave,Dalhart,McDonald's,79022,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
214 Prospect Ave,Hartford,McDonalds,6106,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
76 Brainard Rd,Hartford,McDonald's,6114,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
507 Flatbush Ave,Hartford,McDonald's,6106,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
999 Highway 80,Haughton,McDonald's,71037,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
3020 Western Center Blvd,Fort Worth,Waffle House,76131,TX,https://locations.wafflehouse.com/tx-fort-worth-1421
984 N Main St,Bluffton,McDonald's,46714,IN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1275 Parkway Dr,Blackfoot,McDonald's,83221,ID,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
5288 W Genesee St,Camillus,McDonald's,13031,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttL3DH-DBqQtNcFKU8Qw6X6I8AZoTRHCn_161V3xXOigV_06iuLpUxjVg7boUNF0ci5Y7u2WsDClxac9p_vifaaQrYQ_pAKWA80yG93qigiTwn5QdU6OZ0IERQEe0XpXwwYP9V6t_VwVuYu5UdGU55N-2vFMk7OBNeVRtovzJ3UH1Vw9ASfqwpNQXUCEAs4Hrwcz9KGtxjE8Tu6kD85BK7GfMlHNfbPtALTkX-ayYgnmiS5kBzjKBF7ULb08s0DA1ryHpgrbyqY4RqWpmOHBQ_El0gNJq1IitFV5e7dWE3387bIEy0nIlXUSbNGnlNIzQC7yOo9mjuCfBrMc8MGs8dPJkbspwhj5l6&placement=listing_profile.b&cs_user=unknown&cs_session=b4b8ec43643ed8b161114585dfca3bb4058831c6http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
106 Pearl St,Essex Junction,McDonald's,5452,VT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1205 Williston Rd,South Burlington,McDonald's,5403,VT,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
71 Upper Main St,Essex Junction,McDonald's,5452,VT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
102 Morgan St,Durham,McDonald's,27701,NC,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
3755 E Andrew Johnson Hwy,Greeneville,McDonald's,37745,TN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://www.mcdonalds.com
2060 Holliday Dr,Dubuque,McDonald's,52002,IA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
751 N Carol Malone Blvd,Grayson,McDonald's,41143,KY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://www.mcdonalds.com
1261 Burnside Ave,East Hartford,McDonald's,6108,CT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
900 N Main St,Greenville,McDonald's,42345,KY,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
60 Smithfield Blvd,Plattsburgh,Taco Bell,12901,NY,http://www.tacobell.com
333 Cornelia St,Plattsburgh,KFC,12901,NY,http://www.kfc.com
424 Margaret St,Plattsburgh,McDonald's,12901,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
397 State Route 3,Plattsburgh,Wendy's,12901,NY,http://www.wendys.com
349 Cornelia St,Plattsburgh,McDonald's,12901,NY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
520 Ramada Blvd,Collinsville,McDonald's,62234,IL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
340 W Hanley Ave,Coeur D Alene,McDonald's,83815,ID,http://mcdonalds.comhttp://www.mcdonalds.com
79 Heineberg Dr,Colchester,McDonald's,5446,VT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
390 S 8th St,Colorado Springs,McDonald's,80905,CO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1001 Spartan Dr,Columbia City,McDonald's,46725,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
918 Lake Ave,Ashtabula,McDonald's,44004,OH,http://mcdonalds.com
2248 Jacksboro Hwy,Fort Worth,McDonald's,76114,TX,http://mcdonalds.com
980 Jamestown St,Columbia,McDonald's,42728,KY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
420 S East Ave,Columbus,McDonald's,66725,KS,http://www.mcdonalds.com
3402 Avenue L,Fort Madison,McDonald's,52627,IA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2865 Olentangy River Rd,Columbus,McDonald's,43202,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
200 Loop 59,Atlanta,McDonald's,75551,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
1500 N US Highway 285,Fort Stockton,McDonald's,79735,TX,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1414 S Main St,Atmore,McDonald's,36502,AL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1109 W 7th St,Auburn,McDonald's,46706,IN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7409 N FM 620 Rd,Austin,McDonald's,78726,TX,http://t.co/vn89Zbxm
1222 Highway 70 West,Marion,McDonald's,28752,NC,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
600 New West Henderson St,Marion,McDonald's,28752,NC,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
220 E Oak St,Conway,McDonald's,72032,AR,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
464 South Blvd,Brewton,McDonald's,36426,AL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
101 S Highway 53,Cook,McDonald's,55723-8146,MN,http://mcdonalds.com
702 N Main St,Bristow,McDonald's,74010,OK,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1027 Putney Rd,Brattleboro,McDonald's,5301,VT,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
802 E 2nd St,Corinth,McDonald's,38834-4121,MS,
3342 S Alpine Rd,Rockford,Burger King,61109,IL,http://www.bk.comhttps://locations.bk.com/il/rockford/3342-south-alpine-rd.html
4212 E Washington Ave,Madison,Chick-Fil-A,53704,WI,http://www.chick-fil-a.com
323 W Plaza Dr,Columbia City,KFC,46725,IN,http://www.kfc.com
1934 Manchester Expy,Columbus,KFC,31904,GA,http://www.kfc.com
5000 Shelbyville Rd,Louisville,Chick-fil-A,40207,KY,http://chick-fil-a.com/mallstmatthews
1300 Jensen Ave,Sanger,Jack in the Box,93657,CA,http://www.jackinthebox.com
3405 Candlers Mountain Rd Ste Fc6,Lynchburg,Chick-fil-A,24502,VA,http://www.chick-fil-a.com/riverridgemallhttp://www.chick-fil-a.com
2911 Auburn St,Rockford,Burger King,61101,IL,http://www.bk.comhttps://locations.bk.com/il/rockford/2911-auburn-st.html
5888 Highway 53,Braselton,McDonald's,30517,GA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2923 Lakewood Village Dr,North Little Rock,Five Guys,72116-8033,AR,http://fiveguys.com
6652 Strip Ave Nw,North Canton,Five Guys,44720,OH,http://fiveguys.com
2401 N Morton St,Franklin,KFC,46131,IN,http://www.kfc.com
3040 Krafft Rd,Fort Gratiot,KFC,48059,MI,http://www.kfc.com
2110 SR 9 South,Anderson,Rally's,46016,IN,https://locations.rallys.com/in/anderson/2110-sr-9-southhttp://rallys.com
5711 Chalkville Rd,Birmingham,Jack's,35235,AL,http://t.co/b2Y2J74Dyp
4201 S Noland Rd Ste A,Independence,Quiznos,64055,MO,http://restaurants.quiznos.com/mo/independence/marketplaceatindependencecenter-64055
1540 E Highway 372,Pahrump,KFC,89048,NV,http://www.kfc.com
1979 E 16th St,Yuma,Five Guys,85365,AZ,http://fiveguys.com
1980 Petersburg Rd,Hebron,McDonald's,41048,KY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
700 North Sandusky Ave,Bucyrus,Arby's,44820,OH,http://www.arbys.comhttp://locations.arbys.com/us/oh/bucyrus/700-north-sandusky-ave.html
3140 Elm Point Industrial Dr,Saint Charles,Lion's Choice,63301,MO,
4280 Cemetery Rd,Hilliard,McDonald's,43026,OH,http://mcdonalds.com
248 Sun Rd,Delhi,SONIC Drive In,71232,LA,https://locations.sonicdrivein.com/la/delhi/248-sun-road.html
3475 Construction Way,Winnemucca,Taco Bell,89445,NV,https://locations.tacobell.com/nv/winnemucca/3475-construction-way.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029348andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/nv/winnemucca/3475-construction-way.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029348&utm_content=website
901 W Pearce Blvd,Wentzville,Lion's Choice,63385,MO,http://www.lionschoice.com
Highway 114 West,Dexter,McDonald's,63841,MO,http://mcdonalds.com
1201 E Virginia St,Evansville,Rally's Hamburgers,47711,IN,https://locations.rallys.com/in/evansville/1201-east-virginia-street
441 W Southline St,Cleveland,McDonald's,77327,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
104 Providence Hwy,East Walpole,Five Guys,2032,MA,http://fiveguys.com
401 S Aurora St,Eldon,McDonald's,65026,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
402 S Poplar St,Elizabethtown,McDonald's,28337,NC,http://mcdonalds.com
82 US Highway 62 W,Eddyville,McDonald's,42038,KY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
337 N Mayo Trl,Paintsville,Fazoli's,41240-1805,KY,https://locations.fazolis.com/ky/paintsville/337-north-mayo-trail-us-23.htmlhttp://fazolis.com
1607 E Ohio St,Clinton,McDonald's,64735,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2424 N Ridge Rd E,Ashtabula,McDonald's,44004,OH,http://mcdonalds.com
401 E Trenton Rd,Edinburg,McDonald's,78539,TX,http://mcdonalds.com
11995 N US Highway 31,Edinburgh,McDonald's,46124,IN,http://mcdonalds.com
1796 E State Road 163,Clinton,McDonald's,47842,IN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
7668 Mall Rd,Florence,Five Guys,41042,KY,http://fiveguys.com
709 Highway 33 S,Cloquet,McDonald's,55720,MN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
201 Valley Mall Pkwy,East Wenatchee,McDonald's,98802,WA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
55 S Oak Ave Unit B,Eaton,McDonald's,80615,CO,http://mcdonalds.com
1480 Westbank Expy,Westwego,Sonic Drive-In,70094,LA,https://locations.sonicdrivein.com/la/westwego/1480-w--bank-expressway.html
18126 Euclid Ave,Cleveland,Popeye's Louisiana Kitchen,44112,OH,http://popeyes.com
10 E Sycamore St,Canton,McDonald's,61520,IL,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
250 Cumberland St,Bogalusa,McDonald's,70427,LA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
2501 Simpson Ave,Hoquiam,McDonald's,98550,WA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
824 S Dixie Hwy,Hoopeston,McDonald's,60942,IL,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
285 N Front St,Braidwood,McDonald's,60408,IL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
123 Northstar Dr,Holts Summit,McDonald's,65043,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
803 N 2nd St,Booneville,McDonald's,38829,MS,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
490 Americana,Boonville,McDonald's,65233,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
410 W 4th Ave,Holdrege,McDonald's,68949,NE,http://www.mcdonalds.comhttp://mcdonalds.com
203 N 1st St,Hiawatha,SONIC Drive In,66434,KS,http://sonicdrivein.comhttps://locations.sonicdrivein.com/ks/hiawatha/203-n--first.html
4883 State Route 125,Georgetown,McDonald's,45121,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
700 Haddonfield Berlin Rd,Voorhees,Five Guys,8043,NJ,http://fiveguys.com
6441 Lee Hwy,Warrenton,Five Guys,20187,VA,http://fiveguys.com
2302 E Main St,Gatesville,McDonald's,76528,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
220 Portland Way N,Galion,McDonald's,44833,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1339 Coolidge Hwy,Troy,Five Guys,48084,MI,http://fiveguys.com
1001 N Main St,Lamar,SONIC Drive In,81052,CO,http://sonicdrivein.comhttps://locations.sonicdrivein.com/co/lamar/1001-n--main-street.html
2510 E Grand Ave,Laramie,SONIC Drive In,82070,WY,https://locations.sonicdrivein.com/wy/laramie/2510-grand-avenue.html
1820 Grande Ave,Monte Vista,Sonic Drive-In,81144,CO,https://locations.sonicdrivein.com/co/monte-vista/1820-grand-avenue.html
211 Stone St,Morehead,SONIC Drive In,40351,KY,https://locations.sonicdrivein.com/ky/morehead/211-stone-street.html
501 S Elm St,Washington Court House,Rancher's Roast Beef Inc.,43160,OH,http://www.ranchersroastbeef.com
805 Keyser Ave,Natchitoches,Sonic Drive-In,71457,LA,https://locations.sonicdrivein.com/la/natchitoches/805-keyser-lane.html
10885 Randolph St,Crown Point,McDonald's,46307,IN,http://mcdonalds.com
302 Philadelphia St,Covington,McDonald's,41011,KY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
175 N Stephanie St Ste 100,Henderson,Qdoba Mexican Grill,89074,NV,https://locations.qdoba.com/us/nv/henderson/175-n-stephanie-st.html
2815 Keith Bridge Rd,Cumming,McDonald's,30041,GA,http://mcdonalds.com
1104 Malcolm Ave,Newport,SONIC Drive In,72112,AR,http://sonicdrivein.comhttps://locations.sonicdrivein.com/ar/newport/1104-malcolm-avenue.html
24078 Lake Dr,Crestline,McDonald's,92325,CA,http://mcdonalds.com
6410 W Highway 146,Crestwood,McDonald's,40014,KY,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1115 E Loop 304,Crockett,McDonald's,75835,TX,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
316 North main Street,West Hartford,Five Guys,6117,CT,http://fiveguys.com
2050 8th Ave,West Linn,Five Guys,97068,OR,http://fiveguys.com
4400 Sergeant Rd Ste 214,Sioux City,Chick-fil-A,51106,IA,http://www.chick-fil-a.com/southernhillsmallhttp://www.chick-fil-a.com
695 Commonwealth Dr,Norton,Sonic Drive-In,24273,VA,https://locations.sonicdrivein.com/va/norton/695-commonwealth-drive.html
58 McFarland Blvd,Northport,SONIC Drive In,35476,AL,https://locations.sonicdrivein.com/al/northport/58-mcfarland-boulevard.html
635 Highway 165 S,Oakdale,Sonic Drive-In,71463,LA,https://locations.sonicdrivein.com/la/oakdale/635-highway-165-s-.html
2119 N Baltimore St,Kirksville,SONIC Drive In,63501,MO,http://sonicdrivein.comhttps://locations.sonicdrivein.com/mo/kirksville/2119-n--baltimore-street.html
208 Johnny Bench Dr Ste B,Oklahoma City,Sonic Drive-In,73104,OK,https://locations.sonicdrivein.com/ok/oklahoma-city/208-b-johnny-bench-drive.html
1701 3rd Ave W Ste 254,Dickinson,QDOBA Mexican Eats,58601,ND,https://locations.qdoba.com/us/nd/dickinson/1701-3rd-ave-w.htmlhttps://locations.qdoba.com/us/nd/dickinson/1701-3rd-ave-w.html?utm_source=Listings
3000 S I 35 Service Rd,Oklahoma City,Sonic Drive-In,73129,OK,https://locations.sonicdrivein.com/ok/oklahoma-city/3000-s-i-35-service-road.html
1726 S Main St,Bellefontaine,Arby's,43311,OH,http://www.arbys.comhttps://locations.arbys.com/us/oh/bellefontaine/1726-s-main-st.htmlhttp://locations.arbys.com/us/oh/bellefontaine/1726-s-main-st.html
1801 SW Wanamaker Rd Ste VC3,Topeka,Chick-fil-A,66604,KS,http://www.chick-fil-a.com/westridgemall
909 E Wishkah St,Aberdeen,McDonald's,98520,WA,http://www.mcdonalds.com
